soil,hzn,trat,method,rep,dp_mm,log10_dp,max_likeli,p2_5,p97_5
BJS,HZN1,REM,CLASSIC,A,9.43031,0.974526,0.345853,0.339403,0.352304
BJS,HZN1,REM,CLASSIC,A,9.66383,0.985149,0.349745,0.343309,0.356183
BJS,HZN1,REM,CLASSIC,A,9.90313,0.995772,0.353671,0.347247,0.360096
BJS,HZN1,REM,CLASSIC,A,10.1484,1.0064,0.357632,0.351218,0.364046
BJS,HZN1,REM,CLASSIC,A,10.3997,1.01702,0.361627,0.355222,0.368032
BJS,HZN1,REM,CLASSIC,A,10.6572,1.02764,0.365658,0.359261,0.372056
BJS,HZN1,REM,CLASSIC,A,10.9211,1.03827,0.369725,0.363334,0.376117
BJS,HZN1,REM,CLASSIC,A,11.1915,1.04889,0.37383,0.367442,0.380218
BJS,HZN1,REM,CLASSIC,A,11.4686,1.05951,0.377979,0.371593,0.384366
BJS,HZN1,REM,CLASSIC,A,11.7526,1.07014,0.382201,0.375811,0.38859
BJS,HZN1,REM,CLASSIC,A,12.0437,1.08076,0.386493,0.380097,0.392888
BJS,HZN1,REM,CLASSIC,A,12.3419,1.09138,0.39085,0.384445,0.397256
BJS,HZN1,REM,CLASSIC,A,12.6475,1.10201,0.395269,0.38885,0.401688
BJS,HZN1,REM,CLASSIC,A,12.9607,1.11263,0.399744,0.393309,0.406179
BJS,HZN1,REM,CLASSIC,A,13.2817,1.12325,0.40427,0.397817,0.410723
BJS,HZN1,REM,CLASSIC,A,13.6105,1.13388,0.408843,0.402369,0.415317
BJS,HZN1,REM,CLASSIC,A,13.9476,1.1445,0.413457,0.406961,0.419953
BJS,HZN1,REM,CLASSIC,A,14.293,1.15512,0.418109,0.411588,0.424629
BJS,HZN1,REM,CLASSIC,A,14.6469,1.16575,0.422792,0.416247,0.429338
BJS,HZN1,REM,CLASSIC,A,15.0096,1.17637,0.427503,0.420932,0.434074
BJS,HZN1,REM,CLASSIC,A,15.3813,1.18699,0.432237,0.425639,0.438834
BJS,HZN1,REM,CLASSIC,A,15.7621,1.19762,0.436988,0.430363,0.443612
BJS,HZN1,REM,CLASSIC,A,16.1525,1.20824,0.441752,0.435101,0.448403
BJS,HZN1,REM,CLASSIC,A,16.5524,1.21886,0.446524,0.439847,0.453201
BJS,HZN1,REM,CLASSIC,A,16.9623,1.22949,0.4513,0.444597,0.458002
BJS,HZN1,REM,CLASSIC,A,17.3823,1.24011,0.456074,0.449347,0.4628
BJS,HZN1,REM,CLASSIC,A,17.8128,1.25073,0.460841,0.454093,0.46759
BJS,HZN1,REM,CLASSIC,A,18.2539,1.26136,0.465598,0.458829,0.472368
BJS,HZN1,REM,CLASSIC,A,18.7059,1.2719800000000001,0.470339,0.463551,0.477127
BJS,HZN1,REM,CLASSIC,A,19.1691,1.2826,0.475059,0.468255,0.481864
BJS,HZN1,REM,CLASSIC,A,19.6438,1.29323,0.479754,0.472936,0.486572
BJS,HZN1,REM,CLASSIC,A,20.1302,1.30385,0.484418,0.47759,0.491246
BJS,HZN1,REM,CLASSIC,A,20.6287,1.31447,0.489035,0.482197,0.495874
BJS,HZN1,REM,CLASSIC,A,21.1395,1.32509,0.493607,0.486758,0.500456
BJS,HZN1,REM,CLASSIC,A,21.663,1.33572,0.498141,0.49128,0.505001
BJS,HZN1,REM,CLASSIC,A,22.1994,1.34634,0.502643,0.49577,0.509516
BJS,HZN1,REM,CLASSIC,A,22.7491,1.35696,0.507122,0.500237,0.514007
BJS,HZN1,REM,CLASSIC,A,23.3125,1.36759,0.511584,0.504687,0.518481
BJS,HZN1,REM,CLASSIC,A,23.8897,1.37821,0.516037,0.509129,0.522946
BJS,HZN1,REM,CLASSIC,A,24.4813,1.38883,0.520488,0.513569,0.527408
BJS,HZN1,REM,CLASSIC,A,25.0875,1.39946,0.524945,0.518016,0.531874
BJS,HZN1,REM,CLASSIC,A,25.7088,1.41008,0.529414,0.522477,0.536353
BJS,HZN1,REM,CLASSIC,A,26.3454,1.4207,0.533903,0.526958,0.540849
BJS,HZN1,REM,CLASSIC,A,26.9978,1.43133,0.53842,0.531469,0.545372
BJS,HZN1,REM,CLASSIC,A,27.6663,1.44195,0.542971,0.536016,0.549927
BJS,HZN1,REM,CLASSIC,A,28.3514,1.45257,0.547564,0.540607,0.554522
BJS,HZN1,REM,CLASSIC,A,29.0535,1.4632,0.552206,0.54525,0.559164
BJS,HZN1,REM,CLASSIC,A,29.7729,1.47382,0.556905,0.549952,0.56386
BJS,HZN1,REM,CLASSIC,A,30.5102,1.48444,0.561667,0.55472,0.568616
BJS,HZN1,REM,CLASSIC,A,31.2657,1.49507,0.5665,0.559562,0.57344
BJS,HZN1,REM,CLASSIC,A,32.0399,1.50569,0.571412,0.564486,0.57834
BJS,HZN1,REM,CLASSIC,A,32.8333,1.51631,0.576409,0.569499,0.583321
BJS,HZN1,REM,CLASSIC,A,33.6463,1.52694,0.581499,0.574608,0.588391
BJS,HZN1,REM,CLASSIC,A,34.4795,1.53756,0.586689,0.579822,0.593558
BJS,HZN1,REM,CLASSIC,A,35.3333,1.54818,0.591987,0.585147,0.598827
BJS,HZN1,REM,CLASSIC,A,36.2083,1.55881,0.597411,0.590603,0.604218
BJS,HZN1,REM,CLASSIC,A,37.1049,1.56943,0.603227,0.596462,0.609991
BJS,HZN1,REM,CLASSIC,A,38.0237,1.58005,0.609501,0.60279,0.61621
BJS,HZN1,REM,CLASSIC,A,38.9653,1.59068,0.616175,0.60953,0.62282
BJS,HZN1,REM,CLASSIC,A,39.9301,1.6013,0.623192,0.616622,0.629762
BJS,HZN1,REM,CLASSIC,A,40.9189,1.61192,0.630494,0.624006,0.63698
BJS,HZN1,REM,CLASSIC,A,41.9322,1.62255,0.638022,0.631625,0.644417
BJS,HZN1,REM,CLASSIC,A,42.9705,1.63317,0.645718,0.639419,0.652016
BJS,HZN1,REM,CLASSIC,A,44.0346,1.64379,0.653525,0.647329,0.65972
BJS,HZN1,REM,CLASSIC,A,45.125,1.65442,0.661385,0.655297,0.667471
BJS,HZN1,REM,CLASSIC,A,46.2424,1.66504,0.669238,0.663262,0.675214
BJS,HZN1,REM,CLASSIC,A,47.3875,1.67566,0.677029,0.671166,0.68289
BJS,HZN1,REM,CLASSIC,A,48.561,1.68629,0.684697,0.67895,0.690444
BJS,HZN1,REM,CLASSIC,A,49.7635,1.69691,0.692186,0.686555,0.697817
BJS,HZN1,REM,CLASSIC,A,50.9957,1.70753,0.699438,0.693921,0.704953
BJS,HZN1,REM,CLASSIC,A,52.2585,1.71816,0.706393,0.700991,0.711795
BJS,HZN1,REM,CLASSIC,A,53.5526,1.72878,0.712995,0.707705,0.718286
BJS,HZN1,REM,CLASSIC,A,54.8787,1.7394,0.719186,0.714003,0.724368
BJS,HZN1,REM,CLASSIC,A,56.2377,1.75003,0.724907,0.719827,0.729986
BJS,HZN1,REM,CLASSIC,A,57.6302,1.76065,0.7301,0.725118,0.735081
BJS,HZN1,REM,CLASSIC,A,59.0573,1.77127,0.734707,0.729817,0.739598
BJS,HZN1,REM,CLASSIC,A,60.5197,1.7819,0.738671,0.733865,0.743478
BJS,HZN1,REM,CLASSIC,A,62.0184,1.79252,0.741933,0.737202,0.746665
BJS,HZN1,REM,CLASSIC,A,63.5541,1.80314,0.744471,0.739806,0.749137
BJS,HZN1,REM,CLASSIC,A,65.1279,1.81377,0.746655,0.74205,0.75126
BJS,HZN1,REM,CLASSIC,A,66.7406,1.82439,0.748618,0.74407,0.753166
BJS,HZN1,REM,CLASSIC,A,68.3933,1.83501,0.750386,0.745892,0.75488
BJS,HZN1,REM,CLASSIC,A,70.0869,1.84564,0.751985,0.747542,0.756428
BJS,HZN1,REM,CLASSIC,A,71.8225,1.85626,0.75344,0.749045,0.757836
BJS,HZN1,REM,CLASSIC,A,73.601,1.86688,0.754777,0.750428,0.759127
BJS,HZN1,REM,CLASSIC,A,75.4235,1.87751,0.756022,0.751716,0.760329
BJS,HZN1,REM,CLASSIC,A,77.2912,1.88813,0.7572,0.752936,0.761465
BJS,HZN1,REM,CLASSIC,A,79.2052,1.89875,0.758336,0.754113,0.762562
BJS,HZN1,REM,CLASSIC,A,81.1665,1.90938,0.759457,0.755274,0.763644
BJS,HZN1,REM,CLASSIC,A,83.1764,1.92,0.760589,0.756444,0.764737
BJS,HZN1,REM,CLASSIC,A,85.2361,1.93062,0.761756,0.757649,0.765866
BJS,HZN1,REM,CLASSIC,A,87.3467,1.94125,0.762984,0.758915,0.767056
BJS,HZN1,REM,CLASSIC,A,89.5097,1.95187,0.764299,0.760268,0.768333
BJS,HZN1,REM,CLASSIC,A,91.7262,1.96249,0.765727,0.761734,0.769723
BJS,HZN1,REM,CLASSIC,A,93.9976,1.97312,0.767294,0.76334,0.771249
BJS,HZN1,REM,CLASSIC,A,96.3252,1.98374,0.769024,0.76511,0.772939
BJS,HZN1,REM,CLASSIC,A,98.7105,1.99436,0.770943,0.767071,0.774816
BJS,HZN1,REM,CLASSIC,A,101.155,2.00499,0.773092,0.769262,0.776922
BJS,HZN1,REM,CLASSIC,A,103.66,2.01561,0.775574,0.771774,0.779374
BJS,HZN1,REM,CLASSIC,A,106.227,2.02623,0.778386,0.774602,0.782168
BJS,HZN1,REM,CLASSIC,A,108.857,2.03686,0.781504,0.777725,0.78528
BJS,HZN1,REM,CLASSIC,A,111.553,2.04748,0.784905,0.78112,0.788686
BJS,HZN1,REM,CLASSIC,A,114.315,2.0581,0.788564,0.784763,0.792361
BJS,HZN1,REM,CLASSIC,A,117.146,2.06873,0.792459,0.788633,0.796281
BJS,HZN1,REM,CLASSIC,A,120.047,2.07935,0.796565,0.792706,0.800421
BJS,HZN1,REM,CLASSIC,A,123.019,2.08997,0.80086,0.79696,0.804756
BJS,HZN1,REM,CLASSIC,A,126.066,2.1006,0.805318,0.801372,0.809262
BJS,HZN1,REM,CLASSIC,A,129.187,2.11122,0.809918,0.805919,0.813914
BJS,HZN1,REM,CLASSIC,A,132.386,2.12184,0.814635,0.810579,0.818688
BJS,HZN1,REM,CLASSIC,A,135.664,2.13247,0.819445,0.815329,0.823559
BJS,HZN1,REM,CLASSIC,A,139.024,2.14309,0.824326,0.820147,0.828503
BJS,HZN1,REM,CLASSIC,A,142.467,2.15371,0.829253,0.825009,0.833495
BJS,HZN1,REM,CLASSIC,A,145.994,2.16434,0.834202,0.829893,0.83851
BJS,HZN1,REM,CLASSIC,A,149.61,2.17496,0.83915,0.834776,0.843524
BJS,HZN1,REM,CLASSIC,A,153.314,2.18558,0.844074,0.839637,0.848512
BJS,HZN1,REM,CLASSIC,A,157.111,2.19621,0.84895,0.844451,0.85345
BJS,HZN1,REM,CLASSIC,A,161.001,2.20683,0.853754,0.849196,0.858313
BJS,HZN1,REM,CLASSIC,A,164.988,2.21745,0.858463,0.85385,0.863077
BJS,HZN1,REM,CLASSIC,A,169.074,2.22808,0.863052,0.85839,0.867716
BJS,HZN1,REM,CLASSIC,A,173.26,2.2387,0.867499,0.862793,0.872207
BJS,HZN1,REM,CLASSIC,A,177.551,2.24932,0.87178,0.867036,0.876525
BJS,HZN1,REM,CLASSIC,A,181.947,2.25995,0.875871,0.871097,0.880645
BJS,HZN1,REM,CLASSIC,A,186.453,2.27057,0.879748,0.874954,0.884543
BJS,HZN1,REM,CLASSIC,A,191.07,2.28119,0.883388,0.878583,0.888194
BJS,HZN1,REM,CLASSIC,A,195.801,2.29182,0.886767,0.881961,0.891573
BJS,HZN1,REM,CLASSIC,A,200.65,2.30244,0.889865,0.88507,0.89466
BJS,HZN1,REM,CLASSIC,A,205.619,2.31306,0.892864,0.888083,0.897645
BJS,HZN1,REM,CLASSIC,A,210.71,2.32369,0.895884,0.891113,0.900653
BJS,HZN1,REM,CLASSIC,A,215.928,2.33431,0.898919,0.894158,0.90368
BJS,HZN1,REM,CLASSIC,A,221.275,2.34493,0.901967,0.897212,0.906722
BJS,HZN1,REM,CLASSIC,A,226.754,2.35556,0.905024,0.900274,0.909774
BJS,HZN1,REM,CLASSIC,A,232.369,2.36618,0.908086,0.90334,0.912835
BJS,HZN1,REM,CLASSIC,A,238.124,2.3768,0.911151,0.906407,0.915898
BJS,HZN1,REM,CLASSIC,A,244.02,2.38743,0.914214,0.909471,0.918962
BJS,HZN1,REM,CLASSIC,A,250.063,2.39805,0.917272,0.912528,0.922022
BJS,HZN1,REM,CLASSIC,A,256.255,2.40867,0.920321,0.915577,0.925074
BJS,HZN1,REM,CLASSIC,A,262.6,2.4193,0.923358,0.918613,0.928115
BJS,HZN1,REM,CLASSIC,A,269.103,2.42992,0.92638,0.921632,0.93114
BJS,HZN1,REM,CLASSIC,A,275.767,2.44054,0.929382,0.924633,0.934146
BJS,HZN1,REM,CLASSIC,A,282.596,2.45117,0.932362,0.927611,0.93713
BJS,HZN1,REM,CLASSIC,A,289.593,2.46179,0.935315,0.930563,0.940087
BJS,HZN1,REM,CLASSIC,A,296.765,2.47241,0.938238,0.933486,0.943014
BJS,HZN1,REM,CLASSIC,A,304.113,2.48304,0.941129,0.936376,0.945907
BJS,HZN1,REM,CLASSIC,A,311.644,2.49366,0.943982,0.93923,0.948762
BJS,HZN1,REM,CLASSIC,A,319.361,2.50428,0.946795,0.942045,0.951575
BJS,HZN1,REM,CLASSIC,A,327.269,2.51491,0.949564,0.944818,0.954343
BJS,HZN1,REM,CLASSIC,A,335.373,2.52553,0.952286,0.947545,0.957062
BJS,HZN1,REM,CLASSIC,A,343.678,2.53615,0.954957,0.950223,0.959728
BJS,HZN1,REM,CLASSIC,A,352.188,2.54678,0.957573,0.952848,0.962337
BJS,HZN1,REM,CLASSIC,A,360.91,2.5574,0.960131,0.955418,0.964886
BJS,HZN1,REM,CLASSIC,A,369.847,2.56802,0.962628,0.957928,0.96737
BJS,HZN1,REM,CLASSIC,A,379.005,2.57865,0.965059,0.960377,0.969787
BJS,HZN1,REM,CLASSIC,A,388.39,2.58927,0.967422,0.962759,0.972131
BJS,HZN1,REM,CLASSIC,A,398.008,2.59989,0.969713,0.965073,0.974401
BJS,HZN1,REM,CLASSIC,A,407.864,2.61052,0.971928,0.967314,0.976591
BJS,HZN1,REM,CLASSIC,A,417.963,2.62114,0.974064,0.969479,0.978698
BJS,HZN1,REM,CLASSIC,A,428.313,2.63176,0.976117,0.971566,0.980718
BJS,HZN1,REM,CLASSIC,A,438.92,2.64238,0.978084,0.973571,0.982647
BJS,HZN1,REM,CLASSIC,A,449.788,2.65301,0.979961,0.975489,0.984483
BJS,HZN1,REM,CLASSIC,A,460.926,2.66363,0.981745,0.977319,0.98622
BJS,HZN1,REM,CLASSIC,A,472.34,2.67425,0.983432,0.979057,0.987855
BJS,HZN1,REM,CLASSIC,A,484.037,2.68488,0.985018,0.980699,0.989384
BJS,HZN1,REM,CLASSIC,A,496.023,2.6955,0.986501,0.982243,0.990804
BJS,HZN1,REM,CLASSIC,A,508.305,2.70612,0.987876,0.983684,0.992111
BJS,HZN1,REM,CLASSIC,A,520.892,2.71675,0.98914,0.98502,0.993301
BJS,HZN1,REM,CLASSIC,A,533.791,2.72737,0.99029,0.986247,0.99437
BJS,HZN1,REM,CLASSIC,A,547.009,2.73799,0.991322,0.987362,0.995314
BJS,HZN1,REM,CLASSIC,A,560.555,2.74862,0.992232,0.988361,0.996131
BJS,HZN1,REM,CLASSIC,A,574.436,2.75924,0.993017,0.989242,0.996815
BJS,HZN1,REM,CLASSIC,A,588.66,2.76986,0.993673,0.990001,0.997363
BJS,HZN1,REM,CLASSIC,A,603.237,2.78049,0.994197,0.990634,0.997772
BJS,HZN1,REM,CLASSIC,A,618.175,2.79111,0.994585,0.991139,0.998037
BJS,HZN1,REM,CLASSIC,A,633.482,2.80173,0.994838,0.991515,0.998159
BJS,HZN1,REM,CLASSIC,A,649.169,2.81236,0.995046,0.991847,0.998236
BJS,HZN1,REM,CLASSIC,A,665.244,2.82298,0.99525,0.992174,0.99831
BJS,HZN1,REM,CLASSIC,A,681.717,2.8336,0.99545,0.992495,0.998384
BJS,HZN1,REM,CLASSIC,A,698.599,2.84423,0.995646,0.99281,0.998455
BJS,HZN1,REM,CLASSIC,A,715.898,2.85485,0.995838,0.99312,0.998525
BJS,HZN1,REM,CLASSIC,A,733.625,2.86547,0.996026,0.993424,0.998594
BJS,HZN1,REM,CLASSIC,A,751.792,2.8761,0.99621,0.993722,0.99866
BJS,HZN1,REM,CLASSIC,A,770.408,2.88672,0.996391,0.994014,0.998726
BJS,HZN1,REM,CLASSIC,A,789.486,2.89734,0.996567,0.994299,0.998789
BJS,HZN1,REM,CLASSIC,A,809.036,2.90797,0.996739,0.994579,0.998851
BJS,HZN1,REM,CLASSIC,A,829.069,2.91859,0.996907,0.994853,0.998912
BJS,HZN1,REM,CLASSIC,A,849.599,2.92921,0.997071,0.995121,0.998971
BJS,HZN1,REM,CLASSIC,A,870.638,2.93984,0.997231,0.995382,0.999028
BJS,HZN1,REM,CLASSIC,A,892.197,2.95046,0.997386,0.995636,0.999084
BJS,HZN1,REM,CLASSIC,A,914.29,2.96108,0.997537,0.995885,0.999138
BJS,HZN1,REM,CLASSIC,A,936.931,2.97171,0.997685,0.996127,0.99919
BJS,HZN1,REM,CLASSIC,A,960.132,2.98233,0.997828,0.996362,0.999241
BJS,HZN1,REM,CLASSIC,A,983.907,2.99295,0.997966,0.99659,0.999291
BJS,HZN1,REM,CLASSIC,A,1008.27,3.00358,0.9981,0.996812,0.999338
BJS,HZN1,REM,CLASSIC,A,1033.24,3.0142,0.99823,0.997027,0.999384
BJS,HZN1,REM,CLASSIC,A,1058.82,3.02482,0.998356,0.997235,0.999429
BJS,HZN1,REM,CLASSIC,A,1085.04,3.03545,0.998477,0.997436,0.999471
BJS,HZN1,REM,CLASSIC,A,1111.91,3.04607,0.998594,0.997631,0.999512
BJS,HZN1,REM,CLASSIC,A,1139.45,3.05669,0.998706,0.997818,0.999552
BJS,HZN1,REM,CLASSIC,A,1167.66,3.06732,0.998814,0.997998,0.99959
BJS,HZN1,REM,CLASSIC,A,1196.58,3.07794,0.998917,0.99817,0.999626
BJS,HZN1,REM,CLASSIC,A,1226.21,3.08856,0.999016,0.998336,0.99966
BJS,HZN1,REM,CLASSIC,A,1256.57,3.09919,0.999111,0.998494,0.999693
BJS,HZN1,REM,CLASSIC,A,1287.69,3.10981,0.9992,0.998644,0.999725
BJS,HZN1,REM,CLASSIC,A,1319.57,3.12043,0.999285,0.998787,0.999754
BJS,HZN1,REM,CLASSIC,A,1352.25,3.13106,0.999366,0.998923,0.999782
BJS,HZN1,REM,CLASSIC,A,1385.74,3.14168,0.999442,0.99905,0.999808
BJS,HZN1,REM,CLASSIC,A,1420.05,3.1523,0.999513,0.999171,0.999833
BJS,HZN1,REM,CLASSIC,A,1455.21,3.16293,0.999579,0.999283,0.999856
BJS,HZN1,REM,CLASSIC,A,1491.25,3.17355,0.999641,0.999387,0.999877
BJS,HZN1,REM,CLASSIC,A,1528.18,3.18417,0.999697,0.999484,0.999897
BJS,HZN1,REM,CLASSIC,A,1566.02,3.1948,0.99975,0.999572,0.999915
BJS,HZN1,REM,CLASSIC,A,1604.8,3.20542,0.999797,0.999652,0.999931
BJS,HZN1,REM,CLASSIC,A,1644.54,3.21604,0.999839,0.999725,0.999945
BJS,HZN1,REM,CLASSIC,A,1685.26,3.22667,0.999877,0.999789,0.999958
BJS,HZN1,REM,CLASSIC,A,1726.99,3.23729,0.999909,0.999844,0.999969
BJS,HZN1,REM,CLASSIC,A,1769.76,3.24791,0.999937,0.999892,0.999979
BJS,HZN1,REM,CLASSIC,A,1813.58,3.25854,0.999959,0.99993,0.999986
BJS,HZN1,REM,CLASSIC,A,1858.49,3.26916,0.999977,0.999961,0.999992
BJS,HZN1,REM,CLASSIC,A,1904.51,3.27978,0.99999,0.999983,0.999997
BJS,HZN1,REM,CLASSIC,A,1951.67,3.29041,0.999997,0.999996,0.999999
BJS,HZN1,REM,CLASSIC,A,2000,3.30103,1,1,1
BJS,HZN1,SINREM,CLASSIC,A,0.063,-1.20066,0,0,0
BJS,HZN1,SINREM,CLASSIC,A,0.0643224,-1.19164,6.07142e-6,5.74469e-6,6.40319e-6
BJS,HZN1,SINREM,CLASSIC,A,0.0656725,-1.18262,2.42507e-5,2.29473e-5,2.55742e-5
BJS,HZN1,SINREM,CLASSIC,A,0.0670509,-1.1736,5.44853e-5,5.15606e-5,5.74549e-5
BJS,HZN1,SINREM,CLASSIC,A,0.0684583,-1.16457,9.67229e-5,9.15374e-5,1.01988e-4
BJS,HZN1,SINREM,CLASSIC,A,0.0698952,-1.15555,1.50911e-4,1.4283e-4,1.59114e-4
BJS,HZN1,SINREM,CLASSIC,A,0.0713623,-1.14653,2.16997e-4,2.05393e-4,2.28777e-4
BJS,HZN1,SINREM,CLASSIC,A,0.0728602,-1.13751,2.94928e-4,2.79177e-4,3.10918e-4
BJS,HZN1,SINREM,CLASSIC,A,0.0743895,-1.12849,3.84652e-4,3.64135e-4,4.05479e-4
BJS,HZN1,SINREM,CLASSIC,A,0.075951,-1.11947,4.86117e-4,4.60221e-4,5.12402e-4
BJS,HZN1,SINREM,CLASSIC,A,0.0775452,-1.11045,5.9927e-4,5.67388e-4,6.31629e-4
BJS,HZN1,SINREM,CLASSIC,A,0.0791728,-1.10142,7.24058e-4,6.85587e-4,7.63103e-4
BJS,HZN1,SINREM,CLASSIC,A,0.0808347,-1.0924,8.6043e-4,8.14773e-4,9.06765e-4
BJS,HZN1,SINREM,CLASSIC,A,0.0825314,-1.08338,0.00100833,9.54896e-4,0.00106256
BJS,HZN1,SINREM,CLASSIC,A,0.0842637,-1.07436,0.00116771,0.00110591,0.00123042
BJS,HZN1,SINREM,CLASSIC,A,0.0860324,-1.06534,0.00133852,0.00126777,0.0014103
BJS,HZN1,SINREM,CLASSIC,A,0.0878382,-1.05632,0.0015207,0.00144043,0.00160214
BJS,HZN1,SINREM,CLASSIC,A,0.0896819,-1.0473,0.0017142,0.00162383,0.00180588
BJS,HZN1,SINREM,CLASSIC,A,0.0915643,-1.03827,0.00191896,0.00181794,0.00202145
BJS,HZN1,SINREM,CLASSIC,A,0.0934862,-1.02925,0.00213495,0.00202271,0.00224881
BJS,HZN1,SINREM,CLASSIC,A,0.0954485,-1.02023,0.00236209,0.00223808,0.00248789
BJS,HZN1,SINREM,CLASSIC,A,0.0974519,-1.01121,0.00260035,0.00246401,0.00273865
BJS,HZN1,SINREM,CLASSIC,A,0.0994974,-1.00219,0.00284967,0.00270046,0.00300101
BJS,HZN1,SINREM,CLASSIC,A,0.101586,-0.993167,0.00310999,0.00294737,0.00327492
BJS,HZN1,SINREM,CLASSIC,A,0.103718,-0.984145,0.00338126,0.00320471,0.00356032
BJS,HZN1,SINREM,CLASSIC,A,0.105895,-0.975124,0.00366344,0.00347241,0.00385716
BJS,HZN1,SINREM,CLASSIC,A,0.108118,-0.966102,0.00395646,0.00375044,0.00416538
BJS,HZN1,SINREM,CLASSIC,A,0.110387,-0.957081,0.00426028,0.00403875,0.00448492
BJS,HZN1,SINREM,CLASSIC,A,0.112704,-0.94806,0.00457485,0.00433729,0.00481571
BJS,HZN1,SINREM,CLASSIC,A,0.11507,-0.939038,0.0049001,0.00464601,0.00515772
BJS,HZN1,SINREM,CLASSIC,A,0.117485,-0.930017,0.00523599,0.00496487,0.00551086
BJS,HZN1,SINREM,CLASSIC,A,0.119951,-0.920995,0.00558247,0.00529381,0.0058751
BJS,HZN1,SINREM,CLASSIC,A,0.122469,-0.911974,0.00593948,0.0056328,0.00625036
BJS,HZN1,SINREM,CLASSIC,A,0.12504,-0.902953,0.00630698,0.00598179,0.0066366
BJS,HZN1,SINREM,CLASSIC,A,0.127664,-0.893931,0.0066849,0.00634072,0.00703375
BJS,HZN1,SINREM,CLASSIC,A,0.130344,-0.88491,0.0070732,0.00670955,0.00744176
BJS,HZN1,SINREM,CLASSIC,A,0.13308,-0.875888,0.00747182,0.00708823,0.00786056
BJS,HZN1,SINREM,CLASSIC,A,0.135873,-0.866867,0.00788071,0.00747672,0.00829011
BJS,HZN1,SINREM,CLASSIC,A,0.138725,-0.857845,0.00829982,0.00787496,0.00873033
BJS,HZN1,SINREM,CLASSIC,A,0.141637,-0.848824,0.0087291,0.00828292,0.00918118
BJS,HZN1,SINREM,CLASSIC,A,0.14461,-0.839803,0.00916849,0.00870054,0.0096426
BJS,HZN1,SINREM,CLASSIC,A,0.147645,-0.830781,0.00961794,0.00912778,0.0101145
BJS,HZN1,SINREM,CLASSIC,A,0.150744,-0.82176,0.0100774,0.00956459,0.0105969
BJS,HZN1,SINREM,CLASSIC,A,0.153908,-0.812738,0.0105468,0.0100109,0.0110897
BJS,HZN1,SINREM,CLASSIC,A,0.157139,-0.803717,0.0110261,0.0104667,0.0115928
BJS,HZN1,SINREM,CLASSIC,A,0.160437,-0.794695,0.0115153,0.010932,0.0121062
BJS,HZN1,SINREM,CLASSIC,A,0.163805,-0.785674,0.0120143,0.0114066,0.0126298
BJS,HZN1,SINREM,CLASSIC,A,0.167243,-0.776653,0.012523,0.0118905,0.0131635
BJS,HZN1,SINREM,CLASSIC,A,0.170753,-0.767631,0.0130414,0.0123838,0.0137074
BJS,HZN1,SINREM,CLASSIC,A,0.174337,-0.75861,0.0135695,0.0128862,0.0142613
BJS,HZN1,SINREM,CLASSIC,A,0.177997,-0.749588,0.0141071,0.0133979,0.0148252
BJS,HZN1,SINREM,CLASSIC,A,0.181733,-0.740567,0.0146543,0.0139187,0.015399
BJS,HZN1,SINREM,CLASSIC,A,0.185547,-0.731546,0.0152109,0.0144486,0.0159827
BJS,HZN1,SINREM,CLASSIC,A,0.189442,-0.722524,0.015777,0.0149876,0.0165762
BJS,HZN1,SINREM,CLASSIC,A,0.193418,-0.713503,0.0163525,0.0155355,0.0171795
BJS,HZN1,SINREM,CLASSIC,A,0.197478,-0.704481,0.0169373,0.0160925,0.0177924
BJS,HZN1,SINREM,CLASSIC,A,0.201623,-0.69546,0.0175314,0.0166583,0.018415
BJS,HZN1,SINREM,CLASSIC,A,0.205855,-0.686438,0.0181347,0.017233,0.0190472
BJS,HZN1,SINREM,CLASSIC,A,0.210176,-0.677417,0.0187471,0.0178165,0.0196889
BJS,HZN1,SINREM,CLASSIC,A,0.214588,-0.668396,0.0193687,0.0184087,0.0203401
BJS,HZN1,SINREM,CLASSIC,A,0.219092,-0.659374,0.0199993,0.0190097,0.0210007
BJS,HZN1,SINREM,CLASSIC,A,0.22369,-0.650353,0.020639,0.0196194,0.0216706
BJS,HZN1,SINREM,CLASSIC,A,0.228386,-0.641331,0.0212876,0.0202377,0.0223498
BJS,HZN1,SINREM,CLASSIC,A,0.233179,-0.63231,0.0219451,0.0208645,0.0230383
BJS,HZN1,SINREM,CLASSIC,A,0.238074,-0.623288,0.0226115,0.0214999,0.0237359
BJS,HZN1,SINREM,CLASSIC,A,0.243071,-0.614267,0.0232867,0.0221438,0.0244426
BJS,HZN1,SINREM,CLASSIC,A,0.248173,-0.605246,0.0239706,0.0227961,0.0251584
BJS,HZN1,SINREM,CLASSIC,A,0.253382,-0.596224,0.0246632,0.0234568,0.0258832
BJS,HZN1,SINREM,CLASSIC,A,0.2587,-0.587203,0.0253645,0.0241259,0.026617
BJS,HZN1,SINREM,CLASSIC,A,0.264131,-0.578181,0.0260744,0.0248032,0.0273596
BJS,HZN1,SINREM,CLASSIC,A,0.269675,-0.56916,0.0267928,0.0254888,0.0281111
BJS,HZN1,SINREM,CLASSIC,A,0.275335,-0.560139,0.0275196,0.0261826,0.0288713
BJS,HZN1,SINREM,CLASSIC,A,0.281114,-0.551117,0.028255,0.0268846,0.0296403
BJS,HZN1,SINREM,CLASSIC,A,0.287015,-0.542096,0.0289987,0.0275946,0.0304179
