soil,hzn,trat,method,rep,dp_mm,log10_dp,max_likeli,p2_5,p97_5
BJS,HZN1,SINREM,CLASSIC,A,109.152,2.03803,0.695316,0.691978,0.698835
BJS,HZN1,SINREM,CLASSIC,A,111.443,2.04705,0.696669,0.693354,0.700192
BJS,HZN1,SINREM,CLASSIC,A,113.782,2.05607,0.698269,0.694972,0.701797
BJS,HZN1,SINREM,CLASSIC,A,116.17,2.0651,0.700104,0.696819,0.703638
BJS,HZN1,SINREM,CLASSIC,A,118.609,2.07412,0.70216,0.698883,0.7057
BJS,HZN1,SINREM,CLASSIC,A,121.098,2.08314,0.704424,0.701148,0.70797
BJS,HZN1,SINREM,CLASSIC,A,123.64,2.09216,0.706881,0.703604,0.710434
BJS,HZN1,SINREM,CLASSIC,A,126.235,2.10118,0.709518,0.706235,0.713078
BJS,HZN1,SINREM,CLASSIC,A,128.885,2.1102,0.712322,0.709029,0.71589
BJS,HZN1,SINREM,CLASSIC,A,131.59,2.11922,0.715279,0.711974,0.718855
BJS,HZN1,SINREM,CLASSIC,A,134.352,2.12825,0.718376,0.715054,0.72196
BJS,HZN1,SINREM,CLASSIC,A,137.172,2.13727,0.721598,0.718258,0.725191
BJS,HZN1,SINREM,CLASSIC,A,140.052,2.14629,0.724933,0.721572,0.728534
BJS,HZN1,SINREM,CLASSIC,A,142.991,2.15531,0.728367,0.724983,0.731976
BJS,HZN1,SINREM,CLASSIC,A,145.993,2.16433,0.731885,0.728478,0.735503
BJS,HZN1,SINREM,CLASSIC,A,149.057,2.17335,0.735476,0.732043,0.739102
BJS,HZN1,SINREM,CLASSIC,A,152.186,2.18237,0.739124,0.735666,0.742758
BJS,HZN1,SINREM,CLASSIC,A,155.38,2.1914,0.742817,0.739332,0.746459
BJS,HZN1,SINREM,CLASSIC,A,158.641,2.20042,0.74654,0.74303,0.75019
BJS,HZN1,SINREM,CLASSIC,A,161.971,2.20944,0.750281,0.746745,0.753939
BJS,HZN1,SINREM,CLASSIC,A,165.371,2.21846,0.754026,0.750465,0.75769
BJS,HZN1,SINREM,CLASSIC,A,168.842,2.22748,0.757761,0.754175,0.761431
BJS,HZN1,SINREM,CLASSIC,A,172.386,2.2365,0.761473,0.757864,0.765149
BJS,HZN1,SINREM,CLASSIC,A,176.004,2.24552,0.765147,0.761518,0.768828
BJS,HZN1,SINREM,CLASSIC,A,179.699,2.25455,0.768771,0.765123,0.772457
BJS,HZN1,SINREM,CLASSIC,A,183.471,2.26357,0.772331,0.768667,0.77602
BJS,HZN1,SINREM,CLASSIC,A,187.322,2.27259,0.775813,0.772135,0.779505
BJS,HZN1,SINREM,CLASSIC,A,191.253,2.28161,0.779203,0.775516,0.782898
BJS,HZN1,SINREM,CLASSIC,A,195.268,2.29063,0.782489,0.778796,0.786185
BJS,HZN1,SINREM,CLASSIC,A,199.366,2.29965,0.785657,0.781961,0.789352
BJS,HZN1,SINREM,CLASSIC,A,203.551,2.3086700000000002,0.788788,0.785092,0.792484
BJS,HZN1,SINREM,CLASSIC,A,207.824,2.31769,0.792044,0.788346,0.795742
BJS,HZN1,SINREM,CLASSIC,A,212.186,2.32672,0.79542,0.791718,0.799122
BJS,HZN1,SINREM,CLASSIC,A,216.64,2.33574,0.798911,0.795203,0.802619
BJS,HZN1,SINREM,CLASSIC,A,221.187,2.34476,0.802509,0.798795,0.806224
BJS,HZN1,SINREM,CLASSIC,A,225.829,2.35378,0.806209,0.802487,0.809933
BJS,HZN1,SINREM,CLASSIC,A,230.57,2.3628,0.810004,0.806272,0.813738
BJS,HZN1,SINREM,CLASSIC,A,235.409,2.37182,0.813888,0.810145,0.817633
BJS,HZN1,SINREM,CLASSIC,A,240.35,2.38084,0.817855,0.8141,0.821612
BJS,HZN1,SINREM,CLASSIC,A,245.395,2.38987,0.821897,0.81813,0.825667
BJS,HZN1,SINREM,CLASSIC,A,250.546,2.39889,0.826009,0.822229,0.829793
BJS,HZN1,SINREM,CLASSIC,A,255.805,2.40791,0.830184,0.82639,0.833982
BJS,HZN1,SINREM,CLASSIC,A,261.174,2.41693,0.834416,0.830608,0.838229
BJS,HZN1,SINREM,CLASSIC,A,266.656,2.42595,0.838699,0.834876,0.842527
BJS,HZN1,SINREM,CLASSIC,A,272.253,2.43497,0.843026,0.839188,0.84687
BJS,HZN1,SINREM,CLASSIC,A,277.968,2.44399,0.84739,0.843538,0.85125
BJS,HZN1,SINREM,CLASSIC,A,283.803,2.45302,0.851786,0.847919,0.855661
BJS,HZN1,SINREM,CLASSIC,A,289.76,2.46204,0.856207,0.852326,0.860097
BJS,HZN1,SINREM,CLASSIC,A,295.842,2.47106,0.860646,0.856751,0.864552
BJS,HZN1,SINREM,CLASSIC,A,302.051,2.48008,0.865098,0.861189,0.869018
BJS,HZN1,SINREM,CLASSIC,A,308.391,2.4891,0.869556,0.865634,0.87349
BJS,HZN1,SINREM,CLASSIC,A,314.864,2.49812,0.874013,0.870079,0.87796
BJS,HZN1,SINREM,CLASSIC,A,321.473,2.50714,0.878464,0.874517,0.882423
BJS,HZN1,SINREM,CLASSIC,A,328.221,2.51617,0.882901,0.878944,0.886871
BJS,HZN1,SINREM,CLASSIC,A,335.11,2.52519,0.887318,0.883352,0.891299
BJS,HZN1,SINREM,CLASSIC,A,342.144,2.53421,0.89171,0.887735,0.895699
BJS,HZN1,SINREM,CLASSIC,A,349.326,2.54323,0.896069,0.892087,0.900066
BJS,HZN1,SINREM,CLASSIC,A,356.658,2.55225,0.900389,0.896402,0.904392
BJS,HZN1,SINREM,CLASSIC,A,364.144,2.56127,0.904664,0.900674,0.908672
BJS,HZN1,SINREM,CLASSIC,A,371.787,2.57029,0.908888,0.904896,0.912898
BJS,HZN1,SINREM,CLASSIC,A,379.591,2.57932,0.913054,0.909061,0.917064
BJS,HZN1,SINREM,CLASSIC,A,387.559,2.58834,0.917155,0.913165,0.921164
BJS,HZN1,SINREM,CLASSIC,A,395.694,2.59736,0.921186,0.9172,0.925192
BJS,HZN1,SINREM,CLASSIC,A,403.999,2.60638,0.92514,0.92116,0.929139
BJS,HZN1,SINREM,CLASSIC,A,412.479,2.6154,0.929011,0.92504,0.933001
BJS,HZN1,SINREM,CLASSIC,A,421.137,2.62442,0.932792,0.928832,0.936771
BJS,HZN1,SINREM,CLASSIC,A,429.977,2.63344,0.936476,0.932531,0.940442
BJS,HZN1,SINREM,CLASSIC,A,439.002,2.64247,0.940058,0.93613,0.944007
BJS,HZN1,SINREM,CLASSIC,A,448.216,2.65149,0.943532,0.939623,0.947461
BJS,HZN1,SINREM,CLASSIC,A,457.624,2.66051,0.94689,0.943003,0.950796
BJS,HZN1,SINREM,CLASSIC,A,467.23,2.66953,0.950126,0.946266,0.954006
BJS,HZN1,SINREM,CLASSIC,A,477.037,2.67855,0.953235,0.949403,0.957084
BJS,HZN1,SINREM,CLASSIC,A,487.05,2.68757,0.956208,0.95241,0.960025
BJS,HZN1,SINREM,CLASSIC,A,497.273,2.69659,0.959042,0.95528,0.962821
BJS,HZN1,SINREM,CLASSIC,A,507.71,2.70562,0.961728,0.958006,0.965466
BJS,HZN1,SINREM,CLASSIC,A,518.367,2.71464,0.96426,0.960582,0.967954
BJS,HZN1,SINREM,CLASSIC,A,529.248,2.72366,0.966633,0.963003,0.970278
BJS,HZN1,SINREM,CLASSIC,A,540.356,2.73268,0.968839,0.965261,0.972431
BJS,HZN1,SINREM,CLASSIC,A,551.698,2.7417,0.970873,0.967351,0.974407
BJS,HZN1,SINREM,CLASSIC,A,563.279,2.75072,0.972728,0.969266,0.9762
BJS,HZN1,SINREM,CLASSIC,A,575.102,2.75974,0.974397,0.971001,0.977803
BJS,HZN1,SINREM,CLASSIC,A,587.173,2.76877,0.975875,0.972548,0.979209
BJS,HZN1,SINREM,CLASSIC,A,599.498,2.77779,0.977154,0.973902,0.980412
BJS,HZN1,SINREM,CLASSIC,A,612.081,2.78681,0.978229,0.975056,0.981405
BJS,HZN1,SINREM,CLASSIC,A,624.928,2.79583,0.979093,0.976004,0.982183
BJS,HZN1,SINREM,CLASSIC,A,638.046,2.80485,0.97978,0.976779,0.982778
BJS,HZN1,SINREM,CLASSIC,A,651.438,2.81387,0.980442,0.97753,0.98335
BJS,HZN1,SINREM,CLASSIC,A,665.112,2.82289,0.981095,0.978271,0.983914
BJS,HZN1,SINREM,CLASSIC,A,679.072,2.83192,0.98174,0.979003,0.98447
BJS,HZN1,SINREM,CLASSIC,A,693.326,2.84094,0.982377,0.979726,0.985017
BJS,HZN1,SINREM,CLASSIC,A,707.879,2.84996,0.983004,0.980439,0.985557
BJS,HZN1,SINREM,CLASSIC,A,722.737,2.85898,0.983622,0.981143,0.986089
BJS,HZN1,SINREM,CLASSIC,A,737.907,2.868,0.984231,0.981837,0.986612
BJS,HZN1,SINREM,CLASSIC,A,753.396,2.87702,0.984831,0.98252,0.987127
BJS,HZN1,SINREM,CLASSIC,A,769.209,2.88604,0.985421,0.983194,0.987633
BJS,HZN1,SINREM,CLASSIC,A,785.355,2.89507,0.986002,0.983856,0.988131
BJS,HZN1,SINREM,CLASSIC,A,801.839,2.90409,0.986573,0.984509,0.98862
BJS,HZN1,SINREM,CLASSIC,A,818.67,2.91311,0.987135,0.98515,0.989101
BJS,HZN1,SINREM,CLASSIC,A,835.854,2.92213,0.987686,0.985781,0.989572
BJS,HZN1,SINREM,CLASSIC,A,853.398,2.93115,0.988227,0.9864,0.990034
BJS,HZN1,SINREM,CLASSIC,A,871.311,2.94017,0.988758,0.987008,0.990488
BJS,HZN1,SINREM,CLASSIC,A,889.599,2.94919,0.989278,0.987604,0.990932
BJS,HZN1,SINREM,CLASSIC,A,908.272,2.95822,0.989788,0.988189,0.991367
BJS,HZN1,SINREM,CLASSIC,A,927.336,2.96724,0.990287,0.988762,0.991792
BJS,HZN1,SINREM,CLASSIC,A,946.801,2.97626,0.990775,0.989323,0.992208
BJS,HZN1,SINREM,CLASSIC,A,966.674,2.98528,0.991253,0.989872,0.992614
BJS,HZN1,SINREM,CLASSIC,A,986.965,2.9943,0.991719,0.990408,0.993011
BJS,HZN1,SINREM,CLASSIC,A,1007.68,3.00332,0.992174,0.990932,0.993398
BJS,HZN1,SINREM,CLASSIC,A,1028.83,3.01234,0.992618,0.991443,0.993774
BJS,HZN1,SINREM,CLASSIC,A,1050.43,3.02137,0.99305,0.991941,0.994141
BJS,HZN1,SINREM,CLASSIC,A,1072.48,3.03039,0.993471,0.992426,0.994498
BJS,HZN1,SINREM,CLASSIC,A,1094.99,3.03941,0.99388,0.992897,0.994845
BJS,HZN1,SINREM,CLASSIC,A,1117.97,3.04843,0.994277,0.993356,0.995181
BJS,HZN1,SINREM,CLASSIC,A,1141.44,3.05745,0.994662,0.9938,0.995507
BJS,HZN1,SINREM,CLASSIC,A,1165.39,3.06647,0.995034,0.994231,0.995822
BJS,HZN1,SINREM,CLASSIC,A,1189.86,3.07549,0.995395,0.994648,0.996127
BJS,HZN1,SINREM,CLASSIC,A,1214.83,3.08452,0.995743,0.99505,0.996421
BJS,HZN1,SINREM,CLASSIC,A,1240.33,3.09354,0.996078,0.995438,0.996704
BJS,HZN1,SINREM,CLASSIC,A,1266.36,3.10256,0.996401,0.995812,0.996976
BJS,HZN1,SINREM,CLASSIC,A,1292.95,3.11158,0.99671,0.996171,0.997237
BJS,HZN1,SINREM,CLASSIC,A,1320.08,3.1206,0.997007,0.996515,0.997487
BJS,HZN1,SINREM,CLASSIC,A,1347.79,3.12962,0.997291,0.996844,0.997726
BJS,HZN1,SINREM,CLASSIC,A,1376.08,3.13864,0.997561,0.997158,0.997954
BJS,HZN1,SINREM,CLASSIC,A,1404.97,3.14767,0.997818,0.997457,0.99817
BJS,HZN1,SINREM,CLASSIC,A,1434.46,3.15669,0.998061,0.997739,0.998375
BJS,HZN1,SINREM,CLASSIC,A,1464.56,3.16571,0.998291,0.998007,0.998568
BJS,HZN1,SINREM,CLASSIC,A,1495.31,3.17473,0.998507,0.998258,0.998749
BJS,HZN1,SINREM,CLASSIC,A,1526.69,3.18375,0.998708,0.998493,0.998919
BJS,HZN1,SINREM,CLASSIC,A,1558.74,3.19277,0.998896,0.998711,0.999076
BJS,HZN1,SINREM,CLASSIC,A,1591.45,3.20179,0.99907,0.998914,0.999222
BJS,HZN1,SINREM,CLASSIC,A,1624.86,3.21082,0.999229,0.999099,0.999355
BJS,HZN1,SINREM,CLASSIC,A,1658.96,3.21984,0.999374,0.999268,0.999476
BJS,HZN1,SINREM,CLASSIC,A,1693.79,3.22886,0.999504,0.99942,0.999585
BJS,HZN1,SINREM,CLASSIC,A,1729.34,3.23788,0.999619,0.999554,0.999682
BJS,HZN1,SINREM,CLASSIC,A,1765.64,3.2469,0.999719,0.999671,0.999765
BJS,HZN1,SINREM,CLASSIC,A,1802.7,3.25592,0.999804,0.999771,0.999837
BJS,HZN1,SINREM,CLASSIC,A,1840.54,3.26494,0.999874,0.999853,0.999895
BJS,HZN1,SINREM,CLASSIC,A,1879.17,3.27397,0.999929,0.999917,0.999941
BJS,HZN1,SINREM,CLASSIC,A,1918.61,3.28299,0.999968,0.999963,0.999974
BJS,HZN1,SINREM,CLASSIC,A,1958.88,3.29201,0.999992,0.999991,0.999993
BJS,HZN1,SINREM,CLASSIC,A,2000,3.30103,1,1,1
BJS,HZN1,SINREM,CLASSIC,B,0.01,-2,0,0,0
BJS,HZN1,SINREM,CLASSIC,B,0.0102476,-1.98938,2.59213e-6,9.1638e-7,5.37403e-6
BJS,HZN1,SINREM,CLASSIC,B,0.0105014,-1.97875,1.03709e-5,3.67701e-6,2.1466400000000002e-05
BJS,HZN1,SINREM,CLASSIC,B,0.0107614,-1.96813,2.33399e-5,8.29911e-6,4.82324e-5
BJS,HZN1,SINREM,CLASSIC,B,0.0110279,-1.95751,4.15026e-5,1.47999e-5,8.56274e-5
BJS,HZN1,SINREM,CLASSIC,B,0.011301,-1.94688,6.48627e-5,2.31967e-5,1.33607e-4
BJS,HZN1,SINREM,CLASSIC,B,0.0115808,-1.93626,9.34237e-5,3.35066e-5,1.92126e-4
BJS,HZN1,SINREM,CLASSIC,B,0.0118676,-1.92564,1.27189e-4,4.5747e-5,2.6114e-4
BJS,HZN1,SINREM,CLASSIC,B,0.0121615,-1.91501,1.66163e-4,5.9935e-5,3.40605e-4
BJS,HZN1,SINREM,CLASSIC,B,0.0124626,-1.90439,2.10348e-4,7.60878e-5,4.30476e-4
BJS,HZN1,SINREM,CLASSIC,B,0.0127712,-1.89377,2.59748e-4,9.42228e-5,5.30707e-4
BJS,HZN1,SINREM,CLASSIC,B,0.0130875,-1.88314,3.14368e-4,1.14357e-4,6.41256e-4
BJS,HZN1,SINREM,CLASSIC,B,0.0134116,-1.87252,3.74209e-4,1.36508e-4,7.62076e-4
BJS,HZN1,SINREM,CLASSIC,B,0.0137437,-1.8619,4.39277e-4,1.60693e-4,8.93123e-4
BJS,HZN1,SINREM,CLASSIC,B,0.014084,-1.85127,5.09574e-4,1.86928e-4,0.00103435
BJS,HZN1,SINREM,CLASSIC,B,0.0144328,-1.84065,5.85104e-4,2.15232e-4,0.00118572
BJS,HZN1,SINREM,CLASSIC,B,0.0147902,-1.83003,6.6587e-4,2.45622e-4,0.00134718
BJS,HZN1,SINREM,CLASSIC,B,0.0151564,-1.8194,7.51877e-4,2.78114e-4,0.00151869
BJS,HZN1,SINREM,CLASSIC,B,0.0155317,-1.80878,8.43128e-4,3.12726e-4,0.00170021
BJS,HZN1,SINREM,CLASSIC,B,0.0159163,-1.79816,9.39626e-4,3.49476e-4,0.00189168
BJS,HZN1,SINREM,CLASSIC,B,0.0163105,-1.78753,0.00104138,3.88379e-4,0.00209307
BJS,HZN1,SINREM,CLASSIC,B,0.0167143,-1.77691,0.00114838,4.29455e-4,0.00230433
BJS,HZN1,SINREM,CLASSIC,B,0.0171282,-1.76629,0.00126064,4.72719e-4,0.00252541
BJS,HZN1,SINREM,CLASSIC,B,0.0175524,-1.75566,0.00137816,5.1819e-4,0.00275628
BJS,HZN1,SINREM,CLASSIC,B,0.017987,-1.74504,0.00150095,5.65884e-4,0.00299688
BJS,HZN1,SINREM,CLASSIC,B,0.0184324,-1.73442,0.00162901,6.15818e-4,0.00324717
BJS,HZN1,SINREM,CLASSIC,B,0.0188889,-1.72379,0.00176234,6.6801e-4,0.00350711
BJS,HZN1,SINREM,CLASSIC,B,0.0193566,-1.71317,0.00190094,7.22478e-4,0.00377665
BJS,HZN1,SINREM,CLASSIC,B,0.0198359,-1.70255,0.00204483,7.79237e-4,0.00405575
BJS,HZN1,SINREM,CLASSIC,B,0.0203271,-1.69192,0.002194,8.38306e-4,0.00434436
BJS,HZN1,SINREM,CLASSIC,B,0.0208305,-1.6813,0.00234845,8.99702e-4,0.00464244
BJS,HZN1,SINREM,CLASSIC,B,0.0213463,-1.67068,0.0025082,9.63442e-4,0.00494995
BJS,HZN1,SINREM,CLASSIC,B,0.0218749,-1.66005,0.00267324,0.00102954,0.00526683
BJS,HZN1,SINREM,CLASSIC,B,0.0224166,-1.64943,0.00284357,0.00109802,0.00559305
BJS,HZN1,SINREM,CLASSIC,B,0.0229717,-1.63881,0.00301921,0.0011689,0.00592856
BJS,HZN1,SINREM,CLASSIC,B,0.0235405,-1.62818,0.00320015,0.00124219,0.00627331
BJS,HZN1,SINREM,CLASSIC,B,0.0241234,-1.61756,0.0033864,0.0013179,0.00662726
BJS,HZN1,SINREM,CLASSIC,B,0.0247208,-1.60694,0.00357796,0.00139607,0.00699037
BJS,HZN1,SINREM,CLASSIC,B,0.0253329,-1.59631,0.00377484,0.0014767,0.00736259
BJS,HZN1,SINREM,CLASSIC,B,0.0259603,-1.58569,0.00397703,0.00155981,0.00774388
BJS,HZN1,SINREM,CLASSIC,B,0.0266031,-1.57507,0.00418455,0.00164542,0.00813419
BJS,HZN1,SINREM,CLASSIC,B,0.0272619,-1.56444,0.0043974,0.00173355,0.00853347
BJS,HZN1,SINREM,CLASSIC,B,0.0279369,-1.55382,0.00461557,0.00182421,0.00894169
BJS,HZN1,SINREM,CLASSIC,B,0.0286287,-1.5432,0.00483908,0.00191742,0.0093588
BJS,HZN1,SINREM,CLASSIC,B,0.0293377,-1.53257,0.00506792,0.0020132,0.00978475
BJS,HZN1,SINREM,CLASSIC,B,0.0300641,-1.52195,0.0053021,0.00211157,0.0102195
BJS,HZN1,SINREM,CLASSIC,B,0.0308086,-1.51133,0.00554163,0.00221254,0.010663
BJS,HZN1,SINREM,CLASSIC,B,0.0315715,-1.5007,0.0057865,0.00231612,0.0111152
BJS,HZN1,SINREM,CLASSIC,B,0.0323533,-1.49008,0.00603673,0.00242235,0.0115761
BJS,HZN1,SINREM,CLASSIC,B,0.0331545,-1.47946,0.00629231,0.00253123,0.0120456
BJS,HZN1,SINREM,CLASSIC,B,0.0339755,-1.46883,0.00655325,0.00264278,0.0125237
BJS,HZN1,SINREM,CLASSIC,B,0.0348168,-1.45821,0.00681955,0.00275701,0.0130103
BJS,HZN1,SINREM,CLASSIC,B,0.0356789,-1.44759,0.00709121,0.00287396,0.0135054
BJS,HZN1,SINREM,CLASSIC,B,0.0365624,-1.43696,0.00736825,0.00299362,0.0140089
BJS,HZN1,SINREM,CLASSIC,B,0.0374678,-1.42634,0.00765065,0.00311603,0.0145208
BJS,HZN1,SINREM,CLASSIC,B,0.0383956,-1.41572,0.00793843,0.0032412,0.0150411
BJS,HZN1,SINREM,CLASSIC,B,0.0393464,-1.40509,0.0082316,0.00336914,0.0155697
BJS,HZN1,SINREM,CLASSIC,B,0.0403207,-1.39447,0.00853014,0.00349987,0.0161065
BJS,HZN1,SINREM,CLASSIC,B,0.0413192,-1.38385,0.00883407,0.00363341,0.0166516
BJS,HZN1,SINREM,CLASSIC,B,0.0423424,-1.37322,0.00914339,0.00376978,0.0172049
BJS,HZN1,SINREM,CLASSIC,B,0.0433909,-1.3626,0.00945811,0.00390899,0.0177662
BJS,HZN1,SINREM,CLASSIC,B,0.0444653,-1.35198,0.00977822,0.00405106,0.0183357
BJS,HZN1,SINREM,CLASSIC,B,0.0455664,-1.34135,0.0101037,0.00419601,0.0189132
BJS,HZN1,SINREM,CLASSIC,B,0.0466948,-1.33073,0.0104347,0.00434386,0.0194987
BJS,HZN1,SINREM,CLASSIC,B,0.0478511,-1.32011,0.010771,0.00449462,0.0200921
BJS,HZN1,SINREM,CLASSIC,B,0.049036,-1.30949,0.0111127,0.00464831,0.0206935
BJS,HZN1,SINREM,CLASSIC,B,0.0502502,-1.29886,0.0114599,0.00480494,0.0213027
BJS,HZN1,SINREM,CLASSIC,B,0.0514946,-1.28824,0.0118124,0.00496454,0.0219197
BJS,HZN1,SINREM,CLASSIC,B,0.0527697,-1.27762,0.0121704,0.00512712,0.0225445
BJS,HZN1,SINREM,CLASSIC,B,0.0540764,-1.26699,0.0125339,0.0052927,0.023177
BJS,HZN1,SINREM,CLASSIC,B,0.0554155,-1.25637,0.0129027,0.0054613,0.0238172
BJS,HZN1,SINREM,CLASSIC,B,0.0567878,-1.24575,0.013277,0.00563293,0.0244651
BJS,HZN1,SINREM,CLASSIC,B,0.058194,-1.23512,0.0136567,0.00580761,0.0251205
BJS,HZN1,SINREM,CLASSIC,B,0.059635,-1.2245,0.0140419,0.00598536,0.0257835
BJS,HZN1,SINREM,CLASSIC,B,0.0611117,-1.21388,0.0144325,0.00616619,0.026454
BJS,HZN1,SINREM,CLASSIC,B,0.062625,-1.20325,0.0148285,0.00635013,0.027132
BJS,HZN1,SINREM,CLASSIC,B,0.0641758,-1.19263,0.01523,0.00653718,0.0278173
BJS,HZN1,SINREM,CLASSIC,B,0.065765,-1.18201,0.015637,0.00672737,0.0285101
BJS,HZN1,SINREM,CLASSIC,B,0.0673935,-1.17138,0.0160494,0.00692072,0.0292101
BJS,HZN1,SINREM,CLASSIC,B,0.0690623,-1.16076,0.0164673,0.00711723,0.0299175
BJS,HZN1,SINREM,CLASSIC,B,0.0707725,-1.15014,0.0168906,0.00731694,0.0306321
BJS,HZN1,SINREM,CLASSIC,B,0.072525,-1.13951,0.0173194,0.00751985,0.0313538
BJS,HZN1,SINREM,CLASSIC,B,0.0743209,-1.12889,0.0177537,0.00772598,0.0320828
BJS,HZN1,SINREM,CLASSIC,B,0.0761613,-1.11827,0.0181935,0.00793535,0.0328188
BJS,HZN1,SINREM,CLASSIC,B,0.0780473,-1.10764,0.0186387,0.00814799,0.0335619
BJS,HZN1,SINREM,CLASSIC,B,0.0799799,-1.09702,0.0190894,0.00836389,0.034312
BJS,HZN1,SINREM,CLASSIC,B,0.0819605,-1.0864,0.0195456,0.00858309,0.035069
BJS,HZN1,SINREM,CLASSIC,B,0.08399,-1.07577,0.0200073,0.00880559,0.035833
BJS,HZN1,SINREM,CLASSIC,B,0.0860698,-1.06515,0.0204745,0.00903142,0.0366039
BJS,HZN1,SINREM,CLASSIC,B,0.0882012,-1.05453,0.0209472,0.0092606,0.0373816
BJS,HZN1,SINREM,CLASSIC,B,0.0903853,-1.0439,0.0214254,0.00949314,0.0381661
BJS,HZN1,SINREM,CLASSIC,B,0.0926234,-1.03328,0.0219091,0.00972905,0.0389573
BJS,HZN1,SINREM,CLASSIC,B,0.094917,-1.02266,0.0223983,0.00996836,0.0397552
BJS,HZN1,SINREM,CLASSIC,B,0.0972674,-1.01203,0.022893,0.0102111,0.0405598
BJS,HZN1,SINREM,CLASSIC,B,0.099676,-1.00141,0.0233933,0.0104572,0.041371
BJS,HZN1,SINREM,CLASSIC,B,0.102144,-0.99078599999999994,0.023899,0.0107068,0.0421888
BJS,HZN1,SINREM,CLASSIC,B,0.104674,-0.980163,0.0244103,0.0109599,0.0430131
BJS,HZN1,SINREM,CLASSIC,B,0.107266,-0.969539,0.0249271,0.0112164,0.0438439
BJS,HZN1,SINREM,CLASSIC,B,0.109922,-0.958916,0.0254494,0.0114765,0.0446811
BJS,HZN1,SINREM,CLASSIC,B,0.112644,-0.948293,0.0259773,0.01174,0.0455246
BJS,HZN1,SINREM,CLASSIC,B,0.115433,-0.937669,0.0265107,0.0120071,0.0463746
BJS,HZN1,SINREM,CLASSIC,B,0.118292,-0.927046,0.0270496,0.0122778,0.0472308
BJS,HZN1,SINREM,CLASSIC,B,0.121221,-0.916423,0.0275941,0.012552,0.0480933
BJS,HZN1,SINREM,CLASSIC,B,0.124223,-0.905799,0.0281441,0.0128298,0.048962
BJS,HZN1,SINREM,CLASSIC,B,0.127299,-0.895176,0.0286997,0.0131112,0.0498369
BJS,HZN1,SINREM,CLASSIC,B,0.130451,-0.884553,0.0292608,0.0133962,0.0507178
BJS,HZN1,SINREM,CLASSIC,B,0.133681,-0.87393,0.0298275,0.0136848,0.0516049
BJS,HZN1,SINREM,CLASSIC,B,0.136992,-0.863306,0.0303998,0.0139771,0.052498
BJS,HZN1,SINREM,CLASSIC,B,0.140384,-0.852683,0.0309776,0.0142731,0.053397
BJS,HZN1,SINREM,CLASSIC,B,0.14386,-0.84206,0.031561,0.0145728,0.0543021
BJS,HZN1,SINREM,CLASSIC,B,0.147422,-0.831436,0.03215,0.0148761,0.055213
BJS,HZN1,SINREM,CLASSIC,B,0.151073,-0.820813,0.0327445,0.0151832,0.0561297
BJS,HZN1,SINREM,CLASSIC,B,0.154814,-0.81019,0.0333446,0.0154941,0.0570523
BJS,HZN1,SINREM,CLASSIC,B,0.158648,-0.799566,0.0339503,0.0158087,0.0579807
BJS,HZN1,SINREM,CLASSIC,B,0.162576,-0.788943,0.0345616,0.016127,0.0589147
BJS,HZN1,SINREM,CLASSIC,B,0.166602,-0.77832,0.0351785,0.0164492,0.0598544
BJS,HZN1,SINREM,CLASSIC,B,0.170728,-0.767696,0.0358009,0.0167751,0.0607998
BJS,HZN1,SINREM,CLASSIC,B,0.174955,-0.757073,0.036429,0.0171049,0.0617507
BJS,HZN1,SINREM,CLASSIC,B,0.179288,-0.74645,0.0370627,0.0174386,0.0627072
BJS,HZN1,SINREM,CLASSIC,B,0.183727,-0.735827,0.037702,0.017776,0.0636692
BJS,HZN1,SINREM,CLASSIC,B,0.188277,-0.725203,0.0383468,0.0181174,0.0646366
BJS,HZN1,SINREM,CLASSIC,B,0.192939,-0.71458,0.0389973,0.0184627,0.0656095
BJS,HZN1,SINREM,CLASSIC,B,0.197717,-0.703957,0.0396534,0.0188119,0.0665877
BJS,HZN1,SINREM,CLASSIC,B,0.202613,-0.693333,0.0403152,0.019165,0.0675712
BJS,HZN1,SINREM,CLASSIC,B,0.20763,-0.68271,0.0409825,0.019522,0.068559899999999993
BJS,HZN1,SINREM,CLASSIC,B,0.212771,-0.672087,0.0416555,0.019883,0.069554
BJS,HZN1,SINREM,CLASSIC,B,0.21804,-0.661463,0.0423341,0.020248,0.0705532
BJS,HZN1,SINREM,CLASSIC,B,0.223439,-0.65084,0.0430183,0.020617,0.0715575
BJS,HZN1,SINREM,CLASSIC,B,0.228972,-0.640217,0.0437082,0.02099,0.0725669
BJS,HZN1,SINREM,CLASSIC,B,0.234642,-0.629593,0.0444037,0.0213671,0.0735814
BJS,HZN1,SINREM,CLASSIC,B,0.240453,-0.61897,0.0451049,0.0217482,0.0746009
BJS,HZN1,SINREM,CLASSIC,B,0.246407,-0.608347,0.0458117,0.0221333,0.0756253
BJS,HZN1,SINREM,CLASSIC,B,0.252509,-0.597724,0.0465242,0.0225226,0.0766547
BJS,HZN1,SINREM,CLASSIC,B,0.258762,-0.5871,0.0472423,0.0229159,0.0776889
BJS,HZN1,SINREM,CLASSIC,B,0.265169,-0.576477,0.047966,0.0233134,0.0787279
BJS,HZN1,SINREM,CLASSIC,B,0.271735,-0.565854,0.0486955,0.023715,0.0797718
BJS,HZN1,SINREM,CLASSIC,B,0.278464,-0.55523,0.0494306,0.0241208,0.0808203
