soil,hzn,trat,method,rep,runtime_s,pressure_pa,fit_pa,temperature_c
BJS,HZN1,SINREM,CLASSIC,B,12020,1783.728,1783.768,20.285
BJS,HZN1,SINREM,CLASSIC,B,12630,1783.607,1783.65,20.232
BJS,HZN1,SINREM,CLASSIC,B,13260,1783.505,1783.536,20.218
BJS,HZN1,SINREM,CLASSIC,B,13920,1783.377,1783.424,20.178
BJS,HZN1,SINREM,CLASSIC,B,14620,1783.36,1783.312,20.137
BJS,HZN1,SINREM,CLASSIC,B,15350,1783.184,1783.202,20.111
BJS,HZN1,SINREM,CLASSIC,B,16120,1783.064,1783.093,20.057
BJS,HZN1,SINREM,CLASSIC,B,16930,1782.956,1782.984,20.025
BJS,HZN1,SINREM,CLASSIC,B,17780,1782.833,1782.876,19.981
BJS,HZN1,SINREM,CLASSIC,B,18620,1782.686,1782.775,19.933
BJS,HZN1,SINREM,CLASSIC,B,19500,1782.666,1782.674,19.902
BJS,HZN1,SINREM,CLASSIC,B,20429,1782.592,1782.572,19.836
BJS,HZN1,SINREM,CLASSIC,B,21389,1782.422,1782.471,19.797
BJS,HZN1,SINREM,CLASSIC,B,22399,1782.343,1782.369,19.758
BJS,HZN1,SINREM,CLASSIC,B,23449,1782.295,1782.268,19.703
BJS,HZN1,SINREM,CLASSIC,B,24559,1782.157,1782.165,19.647
BJS,HZN1,SINREM,CLASSIC,B,25709,1782.036,1782.062,19.602
BJS,HZN1,SINREM,CLASSIC,B,26929,1782.026,1781.958,19.556
BJS,HZN1,SINREM,CLASSIC,B,28189,1781.844,1781.854,19.511
BJS,HZN1,SINREM,CLASSIC,B,29519,1781.757,1781.748,19.455
BJS,HZN1,SINREM,CLASSIC,B,30909,1781.638,1781.642,19.4
BJS,HZN1,SINREM,CLASSIC,B,32369,1781.575,1781.535,19.341
BJS,HZN1,SINREM,CLASSIC,B,33889,1781.45,1781.427,19.291
BJS,HZN1,SINREM,CLASSIC,B,35489,1781.354,1781.318,19.242
BJS,HZN1,SINREM,CLASSIC,B,37159,1781.264,1781.208,19.165
BJS,HZN1,SINREM,CLASSIC,B,38909,1781.073,1781.098,19.12
BJS,HZN1,SINREM,CLASSIC,B,40749,1780.952,1780.986,19.036
BJS,HZN1,SINREM,CLASSIC,B,42669,1780.811,1780.874,18.983
BJS,HZN1,SINREM,PLUS,A,20,1779.238,1772.291,17.663
BJS,HZN1,SINREM,PLUS,A,30,1776.611,1771.385,17.651
BJS,HZN1,SINREM,PLUS,A,40,1774.919,1770.537,17.643
BJS,HZN1,SINREM,PLUS,A,50,1773.572,1769.722,17.637
BJS,HZN1,SINREM,PLUS,A,60,1772.501,1768.946,17.633
BJS,HZN1,SINREM,PLUS,A,70,1771.533,1768.238,17.629
BJS,HZN1,SINREM,PLUS,A,80,1770.933,1767.609,17.627
BJS,HZN1,SINREM,PLUS,A,90,1770.228,1767.056,17.624
BJS,HZN1,SINREM,PLUS,A,100,1769.59,1766.568,17.623
BJS,HZN1,SINREM,PLUS,A,110,1769.13,1766.137,17.622
BJS,HZN1,SINREM,PLUS,A,120,1768.595,1765.753,17.621
BJS,HZN1,SINREM,PLUS,A,130,1768.144,1765.408,17.62
BJS,HZN1,SINREM,PLUS,A,140,1767.814,1765.095,17.62
BJS,HZN1,SINREM,PLUS,A,150,1767.398,1764.808,17.62
BJS,HZN1,SINREM,PLUS,A,160,1767.083,1764.543,17.62
BJS,HZN1,SINREM,PLUS,A,170,1766.799,1764.295,17.621
BJS,HZN1,SINREM,PLUS,A,180,1766.468,1764.062,17.621
BJS,HZN1,SINREM,PLUS,A,190,1766.156,1763.843,17.622
BJS,HZN1,SINREM,PLUS,A,200,1765.867,1763.635,17.622
BJS,HZN1,SINREM,PLUS,A,210,1765.597,1763.439,17.623
BJS,HZN1,SINREM,PLUS,A,220,1765.418,1763.252,17.624
BJS,HZN1,SINREM,PLUS,A,230,1765.11,1763.074,17.625
BJS,HZN1,SINREM,PLUS,A,240,1764.912,1762.903,17.626
BJS,HZN1,SINREM,PLUS,A,250,1764.674,1762.741,17.628
BJS,HZN1,SINREM,PLUS,A,260,1764.497,1762.585,17.629
BJS,HZN1,SINREM,PLUS,A,270,1764.281,1762.435,17.63
BJS,HZN1,SINREM,PLUS,A,280,1764.084,1762.291,17.632
BJS,HZN1,SINREM,PLUS,A,290,1763.898,1762.153,17.633
BJS,HZN1,SINREM,PLUS,A,300,1763.741,1762.019,17.635
BJS,HZN1,SINREM,PLUS,A,320,1763.38,1761.766,17.638
BJS,HZN1,SINREM,PLUS,A,340,1763.11,1761.529,17.641
BJS,HZN1,SINREM,PLUS,A,360,1762.829,1761.307,17.645
BJS,HZN1,SINREM,PLUS,A,380,1762.569,1761.097,17.649
BJS,HZN1,SINREM,PLUS,A,400,1762.33,1760.899,17.652
BJS,HZN1,SINREM,PLUS,A,420,1762.091,1760.711,17.656
BJS,HZN1,SINREM,PLUS,A,440,1761.855,1760.533,17.658
BJS,HZN1,SINREM,PLUS,A,460,1761.646,1760.363,17.662
BJS,HZN1,SINREM,PLUS,A,480,1761.44,1760.201,17.664
BJS,HZN1,SINREM,PLUS,A,500,1761.243,1760.046,17.667
BJS,HZN1,SINREM,PLUS,A,530,1760.995,1759.826,17.67
BJS,HZN1,SINREM,PLUS,A,560,1760.747,1759.618,17.674
BJS,HZN1,SINREM,PLUS,A,590,1760.498,1759.423,17.678
BJS,HZN1,SINREM,PLUS,A,620,1760.281,1759.238,17.681
BJS,HZN1,SINREM,PLUS,A,650,1760.086,1759.063,17.683
BJS,HZN1,SINREM,PLUS,A,680,1759.89,1758.896,17.686
BJS,HZN1,SINREM,PLUS,A,710,1759.694,1758.737,17.689
BJS,HZN1,SINREM,PLUS,A,750,1759.487,1758.537,17.692
BJS,HZN1,SINREM,PLUS,A,790,1759.25,1758.348,17.696
BJS,HZN1,SINREM,PLUS,A,830,1759.022,1758.17,17.7
BJS,HZN1,SINREM,PLUS,A,870,1758.837,1758.001,17.703
BJS,HZN1,SINREM,PLUS,A,910,1758.691,1757.841,17.706
BJS,HZN1,SINREM,PLUS,A,960,1758.444,1757.651,17.71
BJS,HZN1,SINREM,PLUS,A,1010,1758.237,1757.473,17.714
BJS,HZN1,SINREM,PLUS,A,1060,1758.06,1757.304,17.718
BJS,HZN1,SINREM,PLUS,A,1110,1757.825,1757.144,17.721
BJS,HZN1,SINREM,PLUS,A,1170,1757.616,1756.962,17.726
BJS,HZN1,SINREM,PLUS,A,1230,1757.4,1756.79,17.73
BJS,HZN1,SINREM,PLUS,A,1290,1757.233,1756.628,17.734
BJS,HZN1,SINREM,PLUS,A,1350,1757.037,1756.474,17.738
BJS,HZN1,SINREM,PLUS,A,1420,1756.849,1756.303,17.743
BJS,HZN1,SINREM,PLUS,A,1490,1756.663,1756.142,17.747
BJS,HZN1,SINREM,PLUS,A,1560,1756.475,1755.989,17.752
BJS,HZN1,SINREM,PLUS,A,1640,1756.295,1755.822,17.759
BJS,HZN1,SINREM,PLUS,A,1720,1756.086,1755.664,17.765
BJS,HZN1,SINREM,PLUS,A,1810,1755.886,1755.496,17.772
BJS,HZN1,SINREM,PLUS,A,1900,1755.706,1755.336,17.779
BJS,HZN1,SINREM,PLUS,A,2000,1755.521,1755.167,17.786
BJS,HZN1,SINREM,PLUS,A,2100,1755.308,1755.007,17.793
BJS,HZN1,SINREM,PLUS,A,2210,1755.116,1754.84,17.801
BJS,HZN1,SINREM,PLUS,A,2320,1754.943,1754.68,17.81
BJS,HZN1,SINREM,PLUS,A,2440,1754.76,1754.515,17.819
BJS,HZN1,SINREM,PLUS,A,2560,1754.588,1754.357,17.828
BJS,HZN1,SINREM,PLUS,A,2690,1754.405,1754.195,17.838
BJS,HZN1,SINREM,PLUS,A,2820,1754.221,1754.04,17.848
BJS,HZN1,SINREM,PLUS,A,2960,1754.021,1753.88,17.859
BJS,HZN1,SINREM,PLUS,A,3110,1753.862,1753.717,17.87
BJS,HZN1,SINREM,PLUS,A,3270,1753.67,1753.551,17.883
BJS,HZN1,SINREM,PLUS,A,3430,1753.492,1753.393,17.895
BJS,HZN1,SINREM,PLUS,A,3600,1753.315,1753.232,17.907
BJS,HZN1,SINREM,PLUS,A,3780,1753.139,1753.07,17.92
BJS,HZN1,SINREM,PLUS,A,3970,1752.971,1752.906,17.933
BJS,HZN1,SINREM,PLUS,A,4170,1752.803,1752.742,17.948
BJS,HZN1,SINREM,PLUS,A,4380,1752.639,1752.577,17.961
BJS,HZN1,SINREM,PLUS,A,4600,1752.479,1752.413,17.973
BJS,HZN1,SINREM,PLUS,A,4830,1752.318,1752.248,17.988
BJS,HZN1,SINREM,PLUS,A,5070,1752.141,1752.085,18.003
BJS,HZN1,SINREM,PLUS,A,5320,1751.976,1751.923,18.019
BJS,HZN1,SINREM,PLUS,A,5590,1751.799,1751.756,18.038
BJS,HZN1,SINREM,PLUS,A,5870,1751.633,1751.591,18.057
BJS,HZN1,SINREM,PLUS,A,6160,1751.467,1751.428,18.074
BJS,HZN1,SINREM,PLUS,A,6470,1751.29,1751.262,18.088
BJS,HZN1,SINREM,PLUS,A,6790,1751.136,1751.1,18.103
BJS,HZN1,SINREM,PLUS,A,7130,1750.974,1750.936,18.117
BJS,HZN1,SINREM,PLUS,A,7490,1750.815,1750.771,18.131
BJS,HZN1,SINREM,PLUS,A,7860,1750.629,1750.61,18.149
BJS,HZN1,SINREM,PLUS,A,8250,1750.493,1750.449,18.168
BJS,HZN1,SINREM,PLUS,A,8660,1750.356,1750.289,18.197
BJS,HZN1,SINREM,PLUS,A,9000,1750.239,1750.162,18.227
